date,endPrice,priceChange,changeRate,moneyIn,moneyOut,netIn,mainPowerIn,mainPowerOut,mainPowerNetIn
13619232,34.03,-2.24,0.30,3194,3914,-721,1345,1792,-447
13618368,34.81,-2.36,0.30,2488,4619,-2131,623,461,162
13614912,35.65,0.59,0.36,3431,5357,-1927,1026,2651,-1625
13614048,35.44,-2.37,0.36,3175,5517,-2342,783,650,134
13613184,36.30,1.45,0.30,4142,3317,825,1226,939,287
13612320,35.78,1.68,0.62,9294,5860,3434,4948,2336,2612
13611456,35.19,0.51,0.45,3662,5779,-2116,1037,362,675
13602816,35.01,2.91,0.44,6531,4150,2382,1188,964,225
13601952,34.02,1.25,0.27,3844,2472,1372,780,954,-173
13601088,33.60,-2.83,0.32,3257,4065,-808,926,1333,-407
13600224,34.58,2.49,1.03,13621,10679,2942,5325,4674,651
13599360,33.74,2.80,0.78,9861,7815,2045,4994,2820,2175
13596768,32.82,0.92,0.61,7688,6055,1633,4750,3030,1720
13595904,32.52,0.15,0.17,2027,1675,352,708,510,198
13595040,32.47,1.47,0.57,6078,6601,-523,2609,3038,-429
13594176,32.00,-3.76,0.78,6184,11153,-4969,2692,5138,-2446
13593312,33.25,-0.51,0.50,5028,6396,-1368,1935,2838,-903
13590720,33.42,0.30,0.32,4336,2989,1348,2413,1491,921
13589856,33.32,-0.39,0.36,4201,3995,206,1236,1608,-372
13588992,33.45,-0.24,0.19,2179,2109,70,648,581,66
13588128,33.53,-1.18,0.24,1294,3268,-1975,539,427,112
13587264,33.93,-0.91,0.27,2064,4144,-2079,588,276,312
13584672,34.24,2.15,0.43,4959,5151,-191,2318,1969,349
13583808,33.52,-0.03,0.63,5060,9207,-4146,3527,5942,-2415
13582944,33.53,0.24,0.29,2810,3970,-1161,1411,1396,14
13582080,33.45,-1.33,0.35,2369,5618,-3250,531,2067,-1536
13581216,33.90,1.83,0.24,3346,2071,1274,1287,845,442
13578624,33.29,-0.03,0.17,2264,1479,786,342,230,111
13577760,33.30,-1.51,0.28,1985,4416,-2431,748,2312,-1564
13576896,33.81,1.53,0.26,2530,3495,-965,547,1532,-985
13576032,33.30,1.56,0.27,3479,2651,828,1233,583,650
13575168,32.79,-1.18,0.20,1414,2506,-1092,67,1013,-947
13572576,33.18,0.36,0.28,2748,3568,-820,1048,865,183
13569120,33.06,1.07,0.53,5758,6368,-610,3234,5230,-1995
13566528,32.71,-0.15,0.29,2656,4061,-1404,1156,1428,-271
13565664,32.76,-0.46,0.25,2484,3283,-799,1366,1573,-207
13564800,32.91,0.83,0.44,5290,4772,518,3159,2534,625
13563936,32.64,3.32,0.54,7825,4252,3572,4026,2480,1546
13563072,31.59,-0.47,0.35,4623,3085,1538,2521,1811,710
13560480,31.74,0.03,0.38,4408,3886,522,2222,1641,581
13559616,31.73,-0.91,0.31,2813,3860,-1047,323,1652,-1329
13558752,32.02,0.28,0.27,2079,3809,-1730,466,2682,-2216
13557888,31.93,-0.19,0.22,2185,2713,-528,378,844,-467
13557024,31.99,0.50,0.26,2616,2978,-362,311,629,-318
13554432,31.83,3.14,0.40,5442,3104,2338,999,743,256
13553568,30.86,1.11,0.34,3636,3460,176,821,1279,-458
13552704,30.52,0.73,0.21,1843,2472,-629,134,1173,-1039
13551840,30.30,-0.30,0.17,1825,1673,152,208,464,-255
13550976,30.39,0.13,0.34,3511,3577,-66,627,680,-53
13548384,30.35,0.46,0.29,2423,3357,-935,283,606,-323
13547520,30.21,-0.33,0.24,1996,3081,-1086,425,679,-255
13546656,30.31,1.88,0.54,4385,6642,-2256,1485,2801,-1317
13545792,29.75,0.41,0.39,3799,4035,-235,1476,1339,138
13544928,29.63,-0.94,0.17,1965,1613,352,701,351,350
13542336,29.91,1.63,0.27,1937,3452,-1515,763,1608,-844
13541472,29.43,0.48,0.21,2544,1679,865,260,693,-433
13540608,29.29,-3.24,0.30,3290,2670,620,850,993,-142
13539744,30.27,-0.46,0.10,1345,672,672,67,0,67
13538880,30.41,-0.59,0.08,784,901,-117,0,57,-57
13536288,30.59,1.97,0.12,1480,1015,465,163,129,33
13535424,30.00,-0.66,0.18,1089,2713,-1624,90,1499,-1409
13534560,30.20,0.03,0.21,2071,2261,-190,298,1087,-789
13533696,30.19,0.40,0.14,1366,1594,-229,402,81,321
13532832,30.07,-1.09,0.21,1955,2315,-361,473,611,-138
13530240,30.40,-0.49,0.18,1554,2282,-728,218,151,68
13529376,30.55,-0.23,0.07,591,866,-275,54,113,-59
13528512,30.62,-0.13,0.11,1192,1134,57,298,324,-26
13527648,30.66,-0.78,0.14,983,1963,-980,0,545,-545
13526784,30.90,-0.06,0.10,652,1579,-927,122,647,-525
13524192,30.92,0.16,0.10,807,1354,-547,119,295,-175
13523328,30.87,-1.91,0.11,1112,1233,-121,234,115,120
13522464,31.47,0.35,0.11,1455,898,557,650,68,582
13521600,31.36,-1.23,0.14,1010,1950,-940,0,539,-539
13520736,31.75,0.22,0.19,2221,1952,269,0,139,-139
13518144,31.68,-1.03,0.35,3203,4557,-1354,654,2447,-1793
13517280,32.01,2.30,0.31,4038,2776,1263,1561,596,965
13516416,31.29,1.99,0.42,3828,5119,-1291,1762,2175,-412
13515552,30.68,-0.97,0.31,2821,3652,-831,1067,1715,-647
13514688,30.98,-0.67,0.20,1418,2924,-1506,504,983,-480
13512096,31.19,-1.20,0.12,879,1668,-789,115,200,-85
13511232,31.57,-0.06,0.16,1277,2252,-974,0,757,-757
13510368,31.59,-0.69,0.20,1757,2622,-865,272,739,-466
13509504,31.81,-0.93,0.21,1909,2618,-710,538,835,-296
13508640,32.11,0.66,0.25,3568,1859,1709,1171,708,463
13506048,31.90,-0.75,0.26,1706,4035,-2329,298,1332,-1035
13505184,32.14,-0.74,0.31,3365,3609,-244,702,1306,-604
13504320,32.38,-1.25,0.18,1727,2236,-509,366,927,-561
13503456,32.79,-0.97,0.17,1620,2181,-560,362,670,-308
13502592,33.11,-0.03,0.17,1899,2016,-117,250,553,-303
13500000,33.12,0.52,0.18,2083,1920,162,214,169,45
13499136,32.95,1.04,0.26,2923,2897,26,768,744,24
13498272,32.61,-1.15,0.22,2353,2564,-210,201,355,-154
13497408,32.99,1.01,0.38,4610,3867,743,1075,392,683
13496544,32.66,0.49,0.25,2215,3421,-1206,469,803,-334
13487904,32.50,2.43,0.39,4979,3749,1230,2286,1273,1013
13487040,31.73,0.92,0.34,3198,4099,-902,402,961,-559
13486176,31.44,-1.10,0.24,1336,4004,-2668,596,2874,-2278
13485312,31.79,-1.00,0.22,2423,2398,24,1463,762,701
13484448,32.11,0.53,0.18,1836,2175,-339,353,458,-105
13481856,31.94,0.16,0.13,1157,1579,-422,181,212,-32
13480992,31.89,0.31,0.17,1478,2168,-690,55,525,-470
13480128,31.79,-0.03,0.26,1622,3948,-2325,416,656,-240
13479264,31.80,-2.42,0.41,3160,9926,-6766,1408,6767,-5359
