date,endPrice,priceChange,changeRate,moneyIn,moneyOut,netIn,mainPowerIn,mainPowerOut,mainPowerNetIn
14974848,34.60,0.85,0.22,2585,2180,405,0,111,-111
14973984,34.31,-0.81,0.38,4294,4449,-155,245,322,-77
14973120,34.59,-0.60,0.52,3664,7151,-3488,305,1829,-1524
14972256,34.80,-1.05,0.83,8359,8418,-59,1431,1452,-21
14969664,35.17,2.60,1.16,11958,8243,3715,2752,1790,962
14968800,34.28,2.51,0.58,6594,5872,722,514,365,149
14967936,33.44,0.91,0.33,3586,3312,274,102,182,-81
14967072,33.14,-1.52,0.27,2108,3874,-1765,119,214,-95
14966208,33.65,2.09,0.36,3794,3352,442,189,0,189
14963616,32.96,-0.54,0.32,2920,3918,-998,0,201,-201
14962752,33.14,-0.09,0.33,3824,3463,361,443,106,337
14961888,33.17,-1.22,0.49,4224,5819,-1595,335,1668,-1334
14957568,33.58,-2.33,0.44,4772,5287,-515,266,236,30
14956704,34.38,7.81,0.62,9309,4509,4800,2552,318,2234
14955840,31.89,-1.67,0.15,996,1899,-903,0,305,-305
14954976,32.43,-0.77,0.26,2476,3188,-713,129,563,-433
14954112,32.68,1.43,0.32,4303,2594,1709,0,370,-370
14939424,31.45,0.26,0.21,2318,1583,735,0,231,-231
14938560,31.37,0.64,0.30,2713,2785,-72,0,0,0
14937696,31.17,-2.65,0.28,1360,3517,-2158,0,148,-148
14936832,32.02,0.09,0.15,1073,1538,-464,0,0,0
14933376,31.99,-0.71,0.29,1767,3591,-1824,0,160,-160
14932512,32.22,-1.62,0.35,2796,3470,-674,0,354,-354
14931648,32.75,-2.12,0.30,2031,4099,-2068,0,242,-242
14930784,33.46,1.42,0.32,3304,2968,336,0,0,0
14929920,32.99,-1.64,0.28,1966,3082,-1115,0,351,-351
14927328,33.54,1.15,0.40,4281,3252,1029,973,356,618
14926464,33.16,1.41,0.36,3260,3263,-3,0,0,0
14925600,32.70,-0.91,0.19,1732,1769,-37,0,0,0
14924736,33.00,1.13,0.26,3052,1955,1097,204,0,204
14923872,32.63,-0.28,0.11,907,1317,-410,0,0,0
14921280,32.72,-0.40,0.15,1613,1397,215,0,102,-102
14920416,32.85,2.02,0.29,3827,1597,2230,232,0,232
14919552,32.20,0.34,0.23,2357,1998,360,0,0,0
14918688,32.09,0.38,0.22,1905,2495,-590,131,104,27
14917824,31.97,-1.81,0.24,1495,3273,-1778,0,401,-401
14915232,32.56,0.18,0.28,2744,2737,6,0,0,0
14914368,32.50,-1.19,0.23,1525,2969,-1444,115,161,-45
14913504,32.89,0.40,0.25,1886,2815,-929,0,221,-221
14909184,32.76,-0.21,0.19,1497,2129,-632,116,122,-6
14908320,32.83,-2.18,0.23,2051,2209,-158,145,0,145
14907456,33.56,-1.27,0.18,1327,2167,-840,0,103,-103
14906592,33.99,-0.90,0.22,1787,2685,-898,171,0,171
14905728,34.30,0.76,0.76,7234,6715,519,848,145,703
14903136,34.04,2.25,0.56,5473,4723,749,583,159,424
14902272,33.29,-0.51,0.30,2439,3709,-1270,0,433,-433
14901408,33.46,-0.71,0.50,4660,4351,309,1272,506,766
14900544,33.70,2.96,0.51,5796,3283,2513,888,191,698
14899680,32.73,0.49,0.26,2086,3077,-991,116,184,-68
14897088,32.57,-0.28,0.31,2879,3314,-435,0,114,-114
14896224,32.66,-0.43,0.34,3337,3013,324,0,0,0
14895360,32.80,-0.64,0.38,2817,4071,-1253,161,779,-618
14894496,33.01,-1.29,0.25,2012,2719,-706,0,334,-334
14893632,33.44,0.75,0.37,3089,3637,-547,456,464,-8
14891040,33.19,1.34,0.21,2588,1293,1294,101,0,101
14890176,32.75,-0.88,0.22,2223,2000,223,0,119,-119
14889312,33.04,0.52,0.19,1325,2449,-1124,0,642,-642
14888448,32.87,-0.06,0.18,1605,1902,-297,100,0,100
14887584,32.89,-0.15,0.30,2386,3632,-1246,0,391,-391
14884992,32.94,0.12,0.16,1545,1559,-14,0,0,0
14884128,32.90,-1.14,0.13,1074,1717,-643,132,0,132
14883264,33.28,0.57,0.42,3792,4351,-559,132,931,-799
14882400,33.09,0.55,0.15,1904,769,1135,276,0,276
14881536,32.91,-0.51,0.17,1858,1566,292,0,0,0
14878944,33.08,-1.49,0.27,2490,2816,-327,0,0,0
14878080,33.58,-0.03,0.14,1244,1570,-327,0,0,0
14877216,33.59,0.51,0.37,2389,5297,-2908,532,330,202
14876352,33.42,-0.06,0.29,10,0,10,0,0,0
14875488,33.44,1.67,0.49,4224,5012,-788,588,290,298
14872896,32.89,0.46,0.23,2389,2295,95,0,359,-359
14872032,32.74,-0.09,0.18,2087,1686,401,221,0,221
14871168,32.77,-0.64,0.43,3133,5441,-2308,101,911,-810
14870304,32.98,0.30,0.23,2102,2311,-209,0,0,0
14869440,32.88,-1.20,0.61,2151,9689,-7538,0,1478,-1478
14866848,33.28,-1.10,0.38,3541,3202,339,219,220,-1
14865984,33.65,1.26,0.99,8809,8645,164,2154,969,1185
14853024,30.98,1.11,0.37,4116,2107,2009,458,412,46
14852160,30.64,-0.10,0.22,1223,2836,-1614,0,0,0
14851296,30.67,1.25,0.26,3091,1434,1657,327,147,180
14848704,30.29,2.09,0.33,4081,1867,2215,224,127,97
14847840,29.67,-0.77,0.16,945,1861,-916,0,0,0
14846976,29.90,0.13,0.30,3033,2361,672,0,149,-149
14846112,29.86,-1.78,0.37,2597,4042,-1446,0,834,-834
14845248,30.40,1.88,1.15,6426,9357,-2931,2297,3640,-1342
14842656,29.84,1.67,0.40,2435,3951,-1516,881,1649,-768
14841792,29.35,-0.44,0.10,769,1187,-418,0,0,0
14840928,29.48,-0.20,0.11,858,1043,-185,0,0,0
14840064,29.54,-0.71,0.18,1673,1599,73,0,125,-125
14839200,29.75,1.09,0.27,3605,1361,2243,248,0,248
14836608,29.43,-0.57,0.22,1531,2230,-699,0,0,0
14835744,29.60,-0.27,0.37,2847,3439,-592,119,1034,-915
14834880,29.68,0.07,0.24,2449,1960,489,0,0,0
14834016,29.66,0.75,0.36,3462,2178,1284,0,0,0
14830560,29.44,0.68,0.24,1877,2337,-460,0,0,0
14829696,29.24,-0.14,0.16,1740,1200,540,0,101,-101
14828832,29.28,0.24,0.13,1259,1124,135,120,0,120
14827968,29.21,0.14,0.14,1608,1053,556,0,0,0
14827104,29.17,0.69,0.18,1749,1391,358,0,0,0
14824512,28.97,-1.06,0.15,1127,1597,-470,0,255,-255
14823648,29.28,0.69,0.19,2112,1396,716,0,0,0
14822784,29.08,-0.07,0.34,1674,3608,-1934,117,619,-502
14821920,29.10,-2.02,0.45,2590,4882,-2292,116,424,-307
14821056,29.70,-0.40,0.27,1334,3240,-1906,0,582,-582
14818464,29.82,0.30,0.15,1632,1490,142,146,407,-261
14817600,29.73,-0.17,0.30,2498,3679,-1182,0,0,0
14816736,29.78,-0.27,0.32,3602,3101,501,302,477,-175
14815872,29.86,0.50,0.35,3727,3487,240,416,310,106
14815008,29.71,-2.62,0.50,4478,5893,-1415,285,0,285
14812416,30.51,-0.42,0.40,3767,4541,-774,196,59,137
14811552,30.64,-0.81,0.24,1746,3411,-1665,0,0,0
14810688,30.89,-0.77,0.40,2342,5835,-3494,201,0,201
14809824,31.13,0.23,0.26,2868,2725,143,190,0,190
14808960,31.06,0.16,0.34,4553,2694,1859,382,162,220
14806368,31.01,-1.12,0.45,4286,5427,-1141,146,1912,-1766
14805504,31.36,1.55,0.55,6560,5282,1279,896,786,111
14804640,30.88,-1.37,0.39,4057,4134,-77,413,369,43
14803776,31.31,0.10,0.88,10951,7974,2977,3481,1367,2114
14802912,31.28,0.58,0.36,4015,3647,369,342,454,-112
14799456,31.10,-0.10,0.49,4056,6353,-2297,170,1267,-1097
14798592,31.13,0.71,0.61,6029,7128,-1099,1745,2866,-1121
14797728,30.91,-0.26,0.65,6671,7104,-433,3521,3361,160
14794272,30.84,0.13,0.17,1883,1734,149,139,101,37
14793408,30.80,-0.93,0.25,1917,3485,-1568,0,104,-104
14791680,31.09,-0.16,0.19,1576,2509,-933,0,249,-249
14790816,31.14,-0.35,0.27,2674,3091,-417,0,728,-728
14788224,31.25,-1.01,0.63,5567,7929,-2362,201,710,-509
14787360,31.57,0.45,0.31,3204,2591,613,0,218,-218
14786496,31.43,-0.13,0.25,3111,2350,761,236,0,236
14785632,31.47,0.10,0.18,2353,1522,831,312,0,312
14784768,31.44,-0.69,0.28,3012,3074,-62,140,132,8
14782176,31.66,0.13,0.21,3055,1447,1608,113,0,113
14781312,31.62,0.89,0.22,2984,1761,1223,202,0,202
14780448,31.34,-0.57,0.14,1619,1439,180,106,0,106
14779584,31.52,1.22,0.24,3395,1712,1682,106,0,106
14778720,31.14,0.26,0.17,1666,2042,-376,117,0,117
14776128,31.06,-0.45,0.18,2477,1535,942,670,0,670
14775264,31.20,-1.55,0.29,2565,3777,-1212,899,904,-6
14774400,31.69,0.03,0.19,2486,1758,728,919,268,651
14773536,31.68,-0.09,0.08,816,932,-116,0,0,0
14772672,31.71,0.38,0.14,1646,1536,110,0,260,-260
14770080,31.59,-0.72,0.14,871,2096,-1226,0,138,-138
14769216,31.82,-1.21,0.11,896,1526,-630,0,159,-159
14767488,31.84,0.63,0.17,2072,1643,428,459,523,-64
14766624,31.64,-2.38,0.21,1655,3024,-1369,162,451,-289
14764032,32.41,-0.46,0.18,1731,2230,-499,178,269,-91
14763168,32.56,0.96,0.31,3864,3198,666,769,0,769
14762304,32.25,-0.03,0.14,1777,1356,421,246,124,122
14761440,32.26,0.31,0.24,2748,2653,95,247,285,-38
14760576,32.16,1.10,0.17,1919,1852,67,0,0,0
14751936,31.81,0.22,0.19,2448,1782,666,224,0,224
14751072,31.74,-1.03,0.27,2492,3405,-913,115,106,9
14750208,32.07,1.68,0.23,2690,2502,188,0,190,-190
14749344,31.54,-0.85,0.20,1908,2526,-618,0,366,-366
14748480,31.81,-0.16,0.22,2294,2542,-249,0,0,0
14745888,31.86,-0.90,0.15,1355,1929,-573,0,0,0
14745024,32.15,-0.25,0.22,1794,3085,-1292,0,0,0
14744160,32.23,-0.56,0.49,4041,6999,-2958,0,858,-858
14743296,32.41,1.73,0.69,8019,7576,443,1260,525,735
14742432,31.86,2.67,0.54,6576,5212,1365,795,0,795
14738112,31.03,-0.58,0.38,5011,3253,1758,450,0,450
14737248,31.21,2.50,0.53,6932,4300,2633,113,120,-7
14736384,30.45,-0.94,0.42,4770,3943,827,0,0,0
14733792,30.74,-0.68,0.42,4046,4922,-876,355,788,-433
14732928,30.95,0.62,0.39,4808,3440,1369,1345,139,1206
14732064,30.76,0.03,0.60,5264,7376,-2112,1463,876,587
14731200,30.75,2.95,1.05,13355,8536,4818,3632,2348,1284
14730336,29.87,1.39,0.39,4658,3207,1451,310,643,-333
14727744,29.46,-0.51,0.17,1615,1920,-305,0,0,0
14726880,29.61,-0.13,0.30,2237,3820,-1582,142,1049,-907
14726016,29.65,-0.27,0.18,1717,2046,-328,130,177,-47
14725152,29.73,0.10,0.12,1070,1421,-351,0,0,0
14724288,29.70,0.24,0.17,978,2504,-1526,155,114,41
14721696,29.63,-0.24,0.19,1598,2364,-766,107,105,2
14720832,29.70,0.03,0.29,3672,2357,1315,893,126,767
14719968,29.69,-0.40,0.18,1226,2412,-1186,0,150,-150
14719104,29.81,0.40,0.23,2305,2437,-132,0,242,-242
14718240,29.69,-0.77,0.34,3139,3855,-716,264,362,-98
14715648,29.92,-0.86,0.34,2314,4806,-2492,0,910,-910
14714784,30.18,-0.59,0.33,3080,3874,-794,0,470,-470
14713920,30.36,0.50,0.34,3659,3483,176,581,424,157
14697504,30.16,-1.31,0.81,6848,10052,-3204,729,1463,-733
14696640,30.56,2.79,0.95,11808,8031,3777,2257,1005,1252
14695776,29.73,-1.20,1.01,11012,9582,1429,2808,1189,1619
14694912,30.09,1.07,0.40,5391,2866,2525,495,106,389
14694048,29.77,0.40,0.20,2113,1976,136,0,116,-116
14691456,29.65,-1.40,0.31,2456,3917,-1461,233,0,233
14690592,30.07,0.84,0.45,5637,3726,1911,1025,308,717
14689728,29.82,-0.03,0.29,2741,3270,-529,0,107,-107
14688864,29.83,-0.37,0.39,3063,5016,-1953,449,730,-280
14688000,29.94,-0.99,0.44,3322,5713,-2391,326,485,-159
14685408,30.24,-0.23,0.55,5304,6202,-898,718,574,144
14684544,30.31,-0.66,0.64,5992,7503,-1511,1874,2338,-464
14683680,30.51,-0.10,1.08,10263,12419,-2156,3052,3293,-241
14682816,30.54,2.21,1.57,16250,16164,86,5526,5760,-234
14681952,30.27,1.95,1.81,18759,18813,-54,6122,4737,1385
14679360,29.69,-0.24,0.50,4724,5557,-833,843,635,209
14678496,29.76,-0.93,0.76,7209,8492,-1283,1832,828,1004
14677632,30.04,1.49,0.92,10226,8657,1569,2009,974,1035
14676768,29.60,1.02,0.80,9190,7104,2086,2159,698,1462
14675904,29.30,1.35,0.50,5672,4433,1239,1141,579,562
14673312,28.91,-0.55,0.29,2388,3326,-938,116,0,116
14672448,29.07,-0.07,0.45,4369,4633,-264,227,0,227
14671584,29.09,0.55,0.59,5476,6387,-911,1578,1138,441
14670720,28.93,-0.14,0.87,6761,10416,-3655,2279,4016,-1738
14669856,28.97,2.55,0.56,6942,4001,2941,2348,351,1997
14667264,28.25,-1.91,0.56,4634,6184,-1550,0,1115,-1115
14666400,28.80,-0.35,0.33,3038,3443,-406,134,0,134
14665536,28.90,0.52,0.41,4241,3943,298,278,0,278
14664672,28.75,-1.13,0.52,4229,6074,-1845,166,1031,-865
14663808,29.08,-0.38,0.54,5037,5649,-612,936,1452,-517
14661216,29.19,0.17,0.68,5728,8078,-2350,331,226,105
14660352,29.14,-1.19,0.58,4597,7063,-2466,108,605,-496
14659488,29.49,0.96,0.93,8877,9911,-1034,606,1476,-870
14658624,29.21,-1.62,0.93,6903,11748,-4844,426,1785,-1359
14657760,29.69,-0.07,1.41,13988,14541,-553,1484,2977,-1493
14653440,29.71,-0.87,0.58,4840,7153,-2312,152,392,-241
14652576,29.97,0.57,0.91,8600,10076,-1476,1900,2547,-647
14651712,29.80,-0.30,0.84,6638,10358,-3720,1352,2737,-1385
14649120,29.89,1.49,1.39,14323,14304,19,1946,2540,-593
14648256,29.45,-0.10,0.49,4184,5602,-1418,291,292,-1
14647392,29.48,-0.51,0.89,7798,10507,-2709,1792,2888,-1096
14646528,29.63,4.44,1.15,13982,9215,4767,5655,1422,4233
14645664,28.37,-1.25,0.39,3229,4403,-1175,108,0,108
14643072,28.73,0.35,0.51,4274,5716,-1442,243,0,243
14642208,28.63,-1.78,0.81,6937,9084,-2147,663,984,-321
14641344,29.15,1.00,0.41,4213,4056,156,886,282,604
14640480,28.86,-1.20,0.35,2976,3986,-1010,249,249,1
14639616,29.21,-0.07,0.65,6722,6210,513,680,604,76
14637024,29.23,0.27,0.43,4103,4597,-494,308,506,-198
14636160,29.15,-0.75,0.56,3832,6708,-2876,285,465,-180
14635296,29.37,-1.14,0.58,5111,6739,-1627,0,555,-555
14634432,29.71,-1.91,0.61,5649,6740,-1091,358,434,-75
14633568,30.29,0.43,0.78,8067,7900,167,922,663,259
14630976,30.16,-0.89,0.99,9694,10639,-945,1308,1571,-263
14630112,30.43,-0.62,1.21,2708,3105,-397,112,477,-366
14629248,30.62,3.69,3.31,41356,29424,11932,20365,10867,9498
14628384,29.53,2.22,0.82,9024,7607,1416,1611,726,885
14627520,28.89,0.70,0.72,7868,6444,1423,1212,259,953
14624928,28.69,-3.40,0.68,5781,7800,-2019,632,998,-366
14624064,29.70,0.03,0.43,3508,5140,-1632,620,1472,-852
14623200,29.69,-1.53,0.78,6180,9889,-3708,613,1989,-1376
14622336,30.15,3.79,1.69,17179,17194,-15,4516,3859,657
14618880,29.05,2.72,0.77,8169,7210,959,1618,890,728
14618016,28.28,0.68,0.18,1750,1714,37,141,0,141
14616288,28.09,1.41,0.20,1216,719,497,164,0,164
14615424,27.70,-0.65,0.13,876,1691,-816,0,0,0
14612832,27.88,0.61,0.17,1433,1929,-497,0,0,0
14611968,27.71,-0.22,0.17,1529,1811,-282,0,0,0
14611104,27.77,-2.70,0.41,2468,5317,-2849,0,730,-730
14610240,28.54,0.32,0.25,2464,2463,1,105,117,-12
14609376,28.45,-1.59,0.26,1791,3260,-1470,0,103,-103
14606784,28.91,-0.31,0.38,2953,4527,-1574,930,797,133
14605920,29.00,0.17,0.26,2579,2627,-48,0,104,-104
14605056,28.95,0.38,0.40,4368,3565,803,287,145,142
14604192,28.84,0.24,0.22,1786,2553,-766,0,0,0
14600736,28.15,-1.40,0.26,1610,3404,-1794,0,109,-109
14599872,28.55,-2.06,0.44,3232,5493,-2261,0,639,-639
14599008,29.15,0.14,0.28,2701,2832,-131,0,0,0
14598144,29.11,1.29,0.71,7786,6533,1253,1668,835,832
14594688,28.74,0.14,0.32,2878,3435,-557,277,0,277
14593824,28.70,-0.14,0.40,3759,4095,-335,117,414,-296
14592960,28.74,2.35,0.55,4452,6075,-1623,242,255,-13
14592096,28.08,-2.33,0.63,4437,7780,-3344,697,2012,-1315
14591232,28.75,1.45,0.77,7442,7704,-262,1941,1534,407
14588640,28.34,0.25,0.22,1838,2431,-593,0,0,0
14587776,28.27,-0.91,0.34,2761,3692,-931,240,256,-16
14586912,28.53,-0.63,0.39,2972,4664,-1691,108,410,-301
14586048,28.71,-0.55,0.54,3796,6916,-3119,288,1336,-1048
14585184,28.87,1.16,0.96,8439,10319,-1880,895,1298,-403
14582592,28.54,1.97,0.89,8901,8453,448,1419,1225,194
14581728,27.99,1.52,0.49,5836,3472,2365,997,0,997
14580864,27.57,-1.32,0.32,2664,3461,-798,194,161,32
14580000,27.94,1.12,0.51,5049,4728,321,380,145,235
14579136,27.63,1.84,0.38,4058,3180,878,140,185,-45
14576544,27.13,-0.48,0.22,1767,2332,-565,122,230,-107
14575680,27.26,-0.26,0.39,2985,4298,-1313,384,478,-95
14574816,27.33,-1.73,0.26,1900,2926,-1026,0,0,0
14573952,27.81,-0.82,0.47,3914,5009,-1095,132,0,132
14573088,28.04,1.74,0.74,7982,6136,1846,1376,340,1037
14570496,27.56,-0.72,0.48,4440,4800,-361,111,619,-508
14569632,27.76,-0.11,0.62,6188,5217,971,1210,1328,-119
14568768,27.79,4.16,0.52,5985,3893,2091,632,277,355
14567040,26.54,-0.67,0.48,3707,3555,152,697,116,581
14564448,26.72,0.64,0.32,2905,2937,-32,250,0,250
14563584,26.55,-5.21,0.43,2702,5315,-2613,102,0,102
14562720,28.01,0.21,0.36,3292,3527,-235,0,0,0
14561856,27.95,0.43,0.52,4583,5294,-711,284,284,-0
14560992,27.83,2.05,0.53,5967,4134,1834,152,533,-381
14558400,27.27,-0.22,0.29,2044,3324,-1280,138,355,-217
14557536,27.33,0.11,0.40,4129,3545,584,244,247,-3
14556672,27.30,0.15,0.38,3684,3507,177,501,0,501
14555808,27.26,2.52,0.40,3496,3955,-460,220,145,75
14554944,26.59,-1.12,0.20,1683,1991,-308,0,0,0
14546304,26.89,-0.59,0.17,1382,1852,-470,0,0,0
14545440,27.05,1.05,0.32,3110,2797,313,108,253,-145
14544576,26.77,-1.76,0.45,3512,4723,-1210,373,771,-399
14543712,27.25,1.15,0.37,3943,3094,849,343,0,343
14542848,26.94,-2.00,0.16,971,1908,-936,0,113,-113
14540256,27.49,1.81,0.29,8006,7276,730,184,1025,-841
14539392,27.00,1.54,0.52,4840,4895,-55,184,1025,-841
14538528,26.59,0.38,0.41,3665,3797,-131,0,102,-102
14537664,26.49,-6.06,0.40,2862,4624,-1762,103,363,-261
14536800,28.20,0.07,0.22,1958,2267,-308,212,245,-33
14534208,28.18,1.55,0.37,3616,3447,169,251,531,-280
14533344,27.75,-1.18,0.35,3123,3708,-585,347,245,102
14532480,28.08,-2.16,0.38,3142,4325,-1183,0,269,-269
14531616,28.70,2.72,0.52,6399,3776,2623,1405,0,1405
14530752,27.94,-0.25,0.33,3012,3382,-370,0,142,-142
14528160,28.01,-3.55,0.56,4629,6115,-1486,0,723,-723
14527296,29.04,0.55,0.58,5640,5596,45,260,122,138
14526432,28.88,-1.53,0.41,3127,5056,-1929,148,494,-346
14525568,29.33,-1.21,0.58,5181,6573,-1391,450,1078,-628
14524704,29.69,-2.59,0.64,5533,7569,-2037,432,1547,-1116
14522112,30.48,2.39,0.70,7805,6448,1358,1467,450,1017
14521248,29.77,-5.34,0.12,665,1803,-1138,109,389,-280
14520384,31.45,1.98,0.45,4618,5037,-419,265,727,-462
14519520,30.84,-0.61,0.67,7958,6078,1881,1865,472,1393
14518656,31.03,-6.54,0.55,4438,6943,-2506,562,1680,-1118
14515200,33.20,-0.57,0.67,7052,8505,-1453,1344,1887,-543
14514336,33.39,1.40,0.54,5383,6954,-1571,694,1515,-821
14513472,32.93,0.58,0.52,5452,6295,-843,346,685,-339
14512608,32.74,-2.99,0.62,5822,8004,-2182,336,892,-556
14510016,33.75,0.57,0.49,4867,6478,-1611,102,1119,-1017
14509152,33.56,-1.00,0.56,6011,7184,-1173,215,294,-80
14508288,33.90,0.12,1.17,13107,14739,-1631,2421,2367,54
14507424,33.86,-1.83,1.06,11124,13445,-2321,1727,2806,-1079
14506560,34.49,7.11,2.44,33763,23294,10469,14213,6608,7606
14503968,32.20,0.85,0.60,6103,6664,-562,865,394,472
14503104,31.93,1.33,0.64,6728,7046,-318,213,513,-301
14502240,31.51,0.03,0.28,2972,3197,-225,0,134,-134
14501376,31.50,-0.10,0.50,4754,6026,-1272,0,0,0
14500512,31.53,0.90,0.60,5713,7239,-1526,588,755,-167
14497920,31.25,0.74,0.32,3080,3832,-752,372,0,372
14497056,31.02,-0.39,0.45,4520,5190,-671,644,692,-48
14496192,31.14,-1.55,0.48,4469,6052,-1582,699,1447,-749
14495328,31.63,-2.17,0.32,2764,4172,-1408,159,452,-292
14494464,32.33,1.00,0.42,5131,4231,901,1075,1038,38
14491872,32.01,-1.60,0.55,5090,7023,-1933,209,838,-629
14491008,32.53,-0.06,0.61,5567,8102,-2535,559,791,-231
14490144,32.55,1.66,0.67,7263,7587,-324,352,563,-211
14489280,32.02,1.23,0.60,6449,6635,-186,527,432,95
14488416,31.63,-0.91,0.67,6644,7820,-1176,192,1373,-1181
14485824,31.92,-5.23,0.58,4357,7901,-3545,337,1451,-1114
14484960,33.68,-0.47,0.39,4270,4851,-581,532,537,-6
14484096,33.84,0.95,0.55,6857,5934,923,1459,1618,-159
14483232,33.52,-0.33,0.41,3961,5651,-1691,558,973,-415
14482368,33.63,-0.36,0.45,4047,4588,-541,323,285,38
14479776,33.75,-0.09,0.50,4841,6412,-1572,912,1655,-744
14478912,33.78,0.36,0.63,6306,8403,-2097,1359,3252,-1892
14478048,33.66,-0.80,0.40,3984,5049,-1065,587,732,-146
14477184,33.93,-0.18,0.74,8163,9376,-1212,1509,1922,-413
14476320,33.99,-0.61,0.68,8238,7655,583,1387,1687,-300
14473728,34.20,-1.58,0.40,2964,5727,-2764,0,830,-830
14472864,34.75,-0.34,0.64,6703,7819,-1115,1361,1761,-400
14472000,34.87,-0.37,0.61,7086,7555,-469,369,1261,-892
14471136,35.00,-0.85,0.52,6483,6137,347,762,995,-234
14470272,35.30,0.23,0.81,9034,9626,-593,2638,2289,350
14467680,35.22,1.38,0.97,12329,11072,1258,3192,2534,658
14466816,34.74,0.29,1.37,15365,16120,-755,3677,6552,-2876
14465952,34.64,3.22,0.73,10184,7157,3026,1753,1247,506
14465088,33.56,0.18,0.22,2111,2913,-802,262,269,-7
14464224,33.50,-1.15,0.28,2826,3699,-873,100,761,-661
14461632,33.89,-0.06,0.58,6742,7128,-385,1229,502,727
14460768,33.91,0.18,0.28,2511,3991,-1480,373,476,-104
14459904,33.85,-1.94,0.49,4041,7605,-3564,531,1777,-1245
14459040,34.52,0.03,0.58,7079,6432,647,2169,1824,345
14458176,34.51,1.65,0.80,8991,9902,-911,1589,3414,-1824
14455584,33.95,2.57,0.59,6305,7188,-883,1358,931,427
14454720,33.10,0.88,0.37,4230,4185,45,615,248,367
14453856,32.81,-3.64,0.62,5677,8309,-2632,247,1383,-1136
14452992,34.05,0.03,0.48,5911,5369,542,1028,102,925
14452128,34.04,1.16,0.81,9355,9323,32,1761,2113,-352
14449536,33.65,-0.50,0.38,4151,4897,-746,451,567,-116
14448672,33.82,0.93,0.68,9244,6579,2665,1452,655,797
14447808,33.51,-0.27,0.68,7130,8538,-1409,1520,1408,111
14446944,33.60,0.12,0.64,7820,7027,793,1334,1558,-224
14446080,33.56,3.45,1.19,13793,13109,684,3638,3682,-44
14443488,32.44,0.06,0.41,4641,4699,-57,111,1041,-931
14442624,32.42,0.87,0.52,5281,6644,-1364,588,498,90
14435712,32.14,0.63,0.22,3359,1454,1905,0,0,0
14434848,31.94,-0.09,0.25,2767,2884,-117,617,458,159
14433984,31.97,1.62,0.21,2795,1813,982,238,366,-127
14431392,31.46,-1.32,0.28,2419,3738,-1319,374,104,269
14430528,31.88,0.35,0.28,2735,3562,-827,675,320,356
14429664,31.77,-1.58,0.36,3971,4079,-109,1413,285,1129
14428800,32.28,0.03,0.43,4404,5297,-893,470,911,-441
14427936,32.27,0.16,0.37,3196,5175,-1979,130,242,-112
14425344,32.22,-1.62,0.36,3380,4600,-1220,0,216,-216
14424480,32.75,1.27,1.07,13492,11100,2392,3265,904,2360
14423616,32.34,5.27,0.79,10315,6970,3345,2999,1417,1583
14422752,30.72,-1.51,0.59,5796,6544,-748,1159,1938,-779
14421888,31.19,-3.17,0.51,5448,5682,-233,541,450,90
14419296,32.21,-1.53,0.34,3534,4172,-637,167,0,167
14418432,32.71,-2.30,0.32,2764,4623,-1859,148,664,-516
14417568,33.48,1.67,0.56,6151,6647,-496,613,376,237
14416704,32.93,0.30,0.45,4623,5491,-868,414,250,164
14415840,32.83,-3.67,0.36,3421,5010,-1590,248,102,147
14411520,34.08,1.55,1.46,8660,25494,-16835,4802,14199,-9396
14410656,33.56,0.03,1.20,8692,18710,-10019,2483,10471,-7988
14409792,33.55,-1.67,0.93,8692,12517,-3825,815,4436,-3621
14407200,34.12,3.02,1.25,15148,13589,1559,5061,3656,1405
14406336,33.12,9.89,1.24,13917,13570,347,2735,2967,-232
14405472,30.14,2.03,0.90,8987,9858,-871,1125,1301,-176
14404608,29.54,-5.17,1.45,15449,14759,690,2884,2638,246
14403744,31.15,-10.00,1.51,16846,16039,807,5012,2400,2612
14401152,34.61,-4.15,0.87,8719,12682,-3963,868,2346,-1477
14400288,36.11,-2.30,0.54,5393,8225,-2832,108,1010,-902
14399424,36.96,1.04,0.94,10041,12920,-2879,690,2963,-2273
14398560,36.58,-5.31,1.31,12480,20425,-7945,1638,6124,-4486
14397696,38.63,-1.43,0.92,10074,14405,-4331,1230,4216,-2986
14395104,39.19,-0.89,0.99,11861,14297,-2436,3202,2583,619
14394240,39.54,2.38,1.40,22823,15170,7653,10127,2185,7942
14393376,38.62,-0.92,1.28,17998,16637,1361,7227,4725,2502
14392512,38.98,-0.18,1.41,16447,19944,-3497,3668,3497,170
14391648,39.05,3.83,1.80,26401,21175,5226,9042,5433,3609
14389056,37.61,1.16,0.93,12394,11818,576,2864,2738,126
14388192,37.18,-1.64,0.49,5531,7027,-1496,520,768,-248
14386464,38.86,2.08,1.09,9813,8133,1680,1672,714,958
14385600,38.07,2.45,2.51,21836,43248,-21412,9878,28674,-18796
14383008,37.16,1.78,1.19,12810,17338,-4527,5271,6708,-1437
14382144,36.96,-3.93,2.23,28272,28450,-178,11489,9896,1593
14381280,38.47,1.42,2.67,27198,36178,-8980,13719,21877,-8159
14380416,37.93,3.92,2.51,22545,25886,-3341,11949,15386,-3437
14379552,36.50,-9.97,1.62,17395,19192,-1797,8486,10510,-2024
14376960,40.54,-2.03,1.67,17091,20632,-3542,8584,10313,-1728
