date,endPrice,priceChange,changeRate,moneyIn,moneyOut,netIn,mainPowerIn,mainPowerOut,mainPowerNetIn
13675392,12.86,3.04,1.24,82789,72257,10532,69046,55620,13427
13674528,12.48,0.48,0.69,36121,46476,-10355,26012,33786,-7774
13669344,12.42,-0.72,0.67,37458,43592,-6134,25202,30800,-5598
13668480,12.51,-0.79,0.97,67963,50438,17525,51403,38823,12580
13667616,12.61,3.70,1.11,71535,61035,10500,58344,46527,11818
13666752,12.16,-4.93,1.11,56989,75483,-18493,41561,61444,-19883
13665888,12.79,-0.23,0.84,50486,53147,-2662,35267,40022,-4756
13663296,12.82,5.51,2.04,121633,129308,-7674,108660,111242,-2582
13662432,12.15,0.66,0.69,41546,38857,2690,28109,26237,1872
13661568,12.07,-0.74,0.73,45432,40010,5421,29925,27976,1949
13660704,12.16,4.11,1.16,74461,59488,14973,59903,46355,13549
13659840,11.68,-0.34,0.62,36141,34406,1735,23491,21103,2388
13657248,11.72,-1.92,0.68,42943,34739,8204,28495,24865,3630
13656384,11.95,-0.50,0.61,30175,41657,-11482,18727,30962,-12235
13655520,12.01,-0.99,0.49,27152,30045,-2894,13681,18315,-4634
13654656,12.13,1.93,0.96,58878,53274,5604,45553,42245,3308
13653792,11.90,-1.82,1.03,63131,54242,8889,48540,41395,7145
13649472,12.12,-1.38,0.65,41653,35692,5961,27276,24362,2915
13648608,12.29,0.82,1.11,66641,64981,1660,52292,52686,-394
13647744,12.19,0.16,0.73,38241,47543,-9302,25646,34764,-9118
13645152,12.17,-0.82,0.66,39440,37294,2146,25018,24450,568
13644288,12.27,-3.92,1.47,95405,79447,15958,77738,66919,10818
13643424,12.77,1.03,1.03,67994,58633,9361,50793,45464,5329
13642560,12.64,-2.69,1.29,86545,70988,15557,66098,58482,7617
13641696,12.99,-2.40,1.12,73385,69751,3634,56133,56479,-346
13639104,13.31,-1.19,0.86,58611,52914,5697,41684,42093,-409
13638240,13.47,0.15,1.16,80819,69427,11392,62597,52242,10356
13637376,13.45,6.24,1.98,125261,124933,328,111806,108372,3434
13636512,12.66,0.32,1.29,80437,75897,4540,64709,61119,3591
13635648,12.62,-2.09,1.58,98597,92684,5913,80325,79969,356
13633056,12.89,-2.05,2.02,127432,126929,502,112065,114310,-2245
13632192,13.16,-0.38,1.13,66326,77940,-11615,55422,61356,-5935
13631328,13.21,-2.44,0.99,58361,66001,-7640,40995,50933,-9938
13630464,13.54,-1.10,0.90,60250,57425,2825,44098,43308,790
13629600,13.69,-0.36,0.84,60293,49841,10452,46514,39020,7494
13627008,13.74,-1.72,0.90,59254,61367,-2113,43195,50521,-7326
13626144,13.98,-2.85,1.37,95147,91576,3571,78241,79356,-1115
13625280,14.39,-0.62,1.10,74212,77181,-2969,58547,64195,-5648
13624416,14.48,4.85,1.62,126273,92091,34182,112495,79764,32732
13623552,13.81,-6.50,2.24,154834,146683,8151,139549,133495,6054
13620960,14.77,0.82,1.29,87577,93305,-5728,71620,78162,-6542
13620096,14.65,5.02,1.75,133903,108698,25205,119852,96253,23599
13619232,13.95,3.03,1.37,89009,92699,-3690,75928,79322,-3394
13618368,13.54,-2.17,1.17,81419,72320,9099,64561,59764,4797
13617504,13.84,0.95,0.88,60897,56789,4107,45091,46242,-1151
13614912,13.71,-1.44,0.88,51977,65361,-13384,38563,51319,-12755
13614048,13.91,-5.31,1.74,112864,122936,-10071,95670,109862,-14193
13613184,14.69,1.17,1.22,90971,77328,13643,74542,63192,11350
13612320,14.52,-3.07,1.39,87963,107397,-19433,73811,89804,-15994
13611456,14.98,-3.35,1.11,59996,75957,-15961,46681,61845,-15164
13602816,15.50,1.11,1.25,94450,92204,2245,78267,75106,3161
13601952,15.33,0.07,1.63,115376,122190,-6814,98234,109499,-11265
13601088,15.32,1.39,1.26,87936,97446,-9510,74531,81714,-7182
13600224,15.11,-1.18,1.52,98489,120464,-21974,82461,102598,-20137
13599360,15.29,-2.86,2.14,152245,163736,-11491,135362,153330,-17967
13596768,15.74,3.69,1.62,123116,115638,7478,110663,99468,11195
13595904,15.18,-0.39,1.26,96602,86021,10581,81904,71151,10753
13595040,15.24,1.87,1.79,124396,135600,-11203,110476,118634,-8158
13594176,14.96,4.32,2.35,160986,166748,-5762,149832,148563,1269
13593312,14.34,5.91,2.05,137836,140782,-2946,125898,120843,5056
13590720,13.54,-2.31,1.09,68897,74060,-5163,54028,60224,-6196
13589856,13.86,0.07,2.36,163322,154192,9130,148760,139163,9597
13588992,13.85,0.58,0.90,58352,62711,-4359,44217,48420,-4202
13588128,13.77,-0.22,1.49,94668,82326,12342,81384,67257,14127
13587264,13.80,2.22,1.37,94547,83418,11129,82761,68200,14561
13584672,13.50,1.35,1.17,76584,73432,3153,63041,59845,3195
13583808,13.32,-0.60,0.86,55518,56102,-585,40415,40781,-366
13582944,13.40,-1.69,1.17,69109,81762,-12654,52831,66580,-13749
13582080,13.63,0.29,1.53,107442,94735,12706,89606,79824,9782
13581216,13.59,6.92,1.67,109604,105055,4548,97135,88716,8419
13578624,12.71,-3.86,1.20,68546,80958,-12413,52429,66688,-14259
13577760,13.22,1.46,1.08,73342,65255,8087,58726,51618,7108
13576896,13.03,-0.15,0.88,55045,53878,1167,40646,40986,-340
13576032,13.05,-1.58,1.13,68921,72856,-3935,54073,58793,-4720
13572576,13.26,-0.75,1.29,78164,86657,-8493,63405,70293,-6888
13569120,13.36,1.52,1.61,104833,101354,3479,92031,84322,7709
13566528,13.16,7.87,1.81,117995,98182,19813,103971,83398,20574
13565664,12.20,-0.65,0.78,52588,41121,11467,36605,28673,7932
13564800,12.28,-0.57,0.67,40074,40287,-213,27719,27179,540
13563936,12.35,3.61,1.39,86740,74340,12399,72770,58383,14387
13563072,11.92,0.42,0.66,37904,37612,292,26524,25103,1421
13560480,11.87,-1.41,0.87,45254,56279,-11025,33545,42931,-9385
13559616,12.04,2.03,0.86,51995,47050,4945,38625,33725,4900
13558752,11.80,-0.25,0.89,48546,53233,-4687,35436,37614,-2178
13557888,11.83,0.34,1.13,64828,64605,224,51401,49713,1688
13557024,11.79,2.26,1.31,74687,72801,1886,60249,56019,4229
13554432,11.53,7.36,1.76,97773,94105,3668,84258,78542,5716
13553568,10.74,-0.74,0.36,17880,20380,-2500,6440,11468,-5028
13552704,10.82,0.28,0.46,25886,22069,3817,14165,12060,2105
13551840,10.79,-0.92,0.46,21343,27227,-5884,13338,15083,-1745
13550976,10.89,1.68,1.07,56811,54361,2450,46285,40445,5839
13548384,10.71,2.10,1.27,70616,61804,8813,57689,49121,8569
13547520,10.49,-0.66,0.82,41373,42225,-852,29014,32276,-3262
13546656,10.56,3.83,1.99,84066,112045,-27979,71754,94310,-22556
13545792,10.17,1.70,0.49,24775,22570,2204,15824,13825,1999
13544928,10.00,-0.10,0.57,24137,31914,-7777,16212,22447,-6235
13542336,10.01,2.14,0.73,42092,27364,14728,30114,19144,10970
13541472,9.80,-4.39,0.77,43602,31698,11903,34557,26606,7951
13540608,10.25,-1.35,0.36,18547,16824,1723,8348,9575,-1227
13539744,10.39,-1.89,0.41,23458,17900,5558,14006,11494,2512
13538880,10.59,-1.03,0.27,13359,14451,-1093,6793,8262,-1469
13536288,10.70,0.19,0.40,23053,19197,3857,15830,13374,2457
13535424,10.68,-0.56,0.43,23634,21330,2304,14400,15750,-1350
13534560,10.74,2.87,0.50,29973,21352,8621,20566,13114,7452
13533696,10.44,-1.42,0.22,11312,10999,313,4608,5396,-788
13532832,10.59,0.76,0.49,27829,22199,5630,17988,13800,4188
13529376,10.51,-2.05,0.30,11523,19255,-7732,5830,10310,-4480
13528512,10.73,0.37,0.33,18812,15320,3492,8868,7071,1797
13527648,10.69,-1.57,0.60,28388,32972,-4584,17900,25080,-7181
13526784,10.86,0.74,0.33,17626,17628,-3,9515,10743,-1228
13524192,10.78,-1.10,0.45,23331,24162,-830,12950,14349,-1399
13523328,10.90,-2.07,0.57,26512,33830,-7318,20149,23431,-3282
13522464,11.13,-1.24,0.47,26643,25215,1428,18415,14664,3751
13520736,11.27,-0.44,0.32,17061,16422,638,9582,9407,175
13518144,11.32,1.16,0.52,29998,26309,3688,21107,17453,3654
13517280,11.19,2.75,0.97,60254,45325,14929,49335,36289,13046
13516416,10.89,1.11,0.34,17722,17788,-66,8105,9654,-1549
13515552,10.77,0.19,0.46,25548,23138,2409,16726,15057,1669
13514688,10.75,-2.27,0.60,30265,32041,-1776,19032,23153,-4122
13512096,11.00,-2.57,0.68,40391,32946,7446,27504,26280,1224
13511232,11.29,-1.05,0.36,20226,19268,958,9895,12001,-2107
13510368,11.41,-0.78,0.35,20539,19283,1256,9621,11684,-2062
13509504,11.50,-2.62,0.61,36851,31954,4897,26144,24716,1428
13508640,11.81,0.68,0.35,23452,16471,6982,14680,9803,4876
13506048,11.73,-0.68,0.34,21589,17694,3894,11300,11232,68
13505184,11.81,1.72,0.54,32929,29391,3538,23419,18724,4695
13504320,11.61,-0.34,0.38,21427,21349,78,13024,13408,-384
13503456,11.65,0.43,0.41,22294,24068,-1774,14617,15942,-1325
13502592,11.60,0.52,0.36,20184,20384,-199,10925,11837,-911
13500000,11.54,-0.35,0.52,29863,27629,2235,18438,19142,-704
13499136,11.58,-1.86,0.47,25159,27395,-2236,14852,16263,-1411
13498272,11.80,-0.51,0.43,23479,25889,-2409,14188,15618,-1430
13497408,11.86,3.22,0.71,45826,35311,10514,32661,23479,9182
13496544,11.49,-2.54,0.64,36276,36405,-129,22672,25803,-3131
13487904,11.79,2.17,1.07,64684,55216,9469,53655,39472,14184
13487040,11.54,4.91,1.25,80751,57155,23596,69537,43068,26470
13486176,11.00,-0.18,0.42,19004,26051,-7047,10881,15978,-5097
13485312,11.02,1.75,0.78,39672,43008,-3336,33195,32706,489
13484448,10.83,0.56,0.55,26204,30451,-4247,15629,18606,-2977
13481856,10.77,-0.28,0.35,16573,19204,-2631,9286,10751,-1465
13480992,10.80,-1.19,0.58,24946,35533,-10587,16983,22965,-5982
13480128,10.93,1.02,0.45,23584,24272,-688,13606,14333,-727
13479264,10.82,-0.73,0.36,17027,41699,-24671,9107,34099,-24992
