date,endPrice,priceChange,changeRate,moneyIn,moneyOut,netIn,mainPowerIn,mainPowerOut,mainPowerNetIn
14974848,16.46,0.67,0.49,32531,31012,1519,13257,10597,2660
14973984,16.35,-0.43,0.43,27534,37493,-9959,13347,20259,-6912
14973120,16.42,-0.06,0.43,25636,28526,-2890,10515,10591,-76
14972256,16.43,-0.84,0.89,48948,55549,-6601,25568,30246,-4678
14969664,16.57,0.79,1.18,62739,59647,3092,40313,33734,6580
14968800,16.44,0.43,0.58,40052,33910,6142,21519,17393,4126
14967936,16.37,0.74,0.81,53042,51033,2009,26543,24190,2354
14967072,16.25,0.25,0.35,29203,23712,5491,10820,9204,1615
14966208,16.21,-1.04,0.49,28894,28881,14,12155,10760,1395
14963616,16.38,0.06,0.56,41217,36633,4584,20341,15355,4987
14962752,16.37,-0.43,0.59,45499,45153,347,24025,21200,2825
14961888,16.44,0.31,0.81,54115,47312,6803,35003,29690,5313
14957568,16.39,-0.12,1.23,108856,83023,25833,77794,52493,25301
14956704,16.41,3.93,1.69,148019,104693,43326,121671,75464,46207
14955840,15.79,0.38,0.37,20887,23162,-2274,7629,6364,1265
14954976,15.73,1.16,0.58,31685,32581,-896,15684,10289,5395
14954112,15.55,-1.02,0.35,18185,33329,-15144,5065,14855,-9790
14939424,15.78,-1.74,1.42,58320,73297,-14978,35377,48819,-13441
14938560,16.06,0.06,0.35,19900,20388,-487,8755,7276,1479
14937696,16.05,-0.37,0.36,15978,25628,-9649,5373,12864,-7492
14936832,16.11,-0.74,0.33,12662,23486,-10824,3239,9054,-5815
14932512,16.23,0.19,0.44,22766,20765,2002,7321,5674,1647
14931648,16.20,0.50,0.54,27473,28184,-711,15877,13515,2362
14930784,16.12,-1.10,0.37,15467,24001,-8534,5743,9275,-3532
14929920,16.30,0.31,0.85,39117,47560,-8443,29257,28541,716
14927328,16.25,0.93,0.48,25494,22648,2846,12462,9600,2861
14926464,16.10,0.31,0.39,19766,17898,1868,6826,5398,1428
14925600,16.05,0.12,0.61,29380,33017,-3637,14115,16648,-2533
14924736,16.03,-0.93,0.35,17771,18371,-599,7461,5027,2434
14921280,16.18,-0.68,0.60,33166,29358,3808,19896,14471,5425
14920416,16.29,-0.49,0.38,17876,21871,-3995,7020,8192,-1171
14919552,16.37,0.61,0.97,52408,48299,4108,32151,26896,5255
14918688,16.27,0.18,0.57,24810,29919,-5109,9605,12100,-2495
14917824,16.24,-0.25,0.47,22944,25578,-2634,10058,12264,-2206
14915232,16.28,0.25,0.50,26069,24100,1968,12893,9665,3228
14914368,16.24,-0.31,0.46,24594,25333,-739,10895,9573,1322
14913504,16.29,1.12,0.59,33862,28346,5516,15705,11712,3993
14909184,16.11,0.25,0.39,21611,20583,1027,7672,7482,190
14908320,16.07,-0.43,0.72,32985,38549,-5564,16641,25118,-8477
14907456,16.14,-0.31,0.37,18570,20183,-1612,4184,6118,-1935
14906592,16.19,-0.43,0.31,13933,18271,-4337,3217,7506,-4289
14905728,16.26,-0.18,0.43,22603,22262,340,6932,9523,-2591
14903136,16.29,0.87,0.76,38594,37565,1029,21062,20635,427
14902272,16.15,0.50,0.46,25910,22616,3294,9975,9119,856
14901408,16.07,-0.92,0.60,29796,29427,369,12055,14798,-2743
14900544,16.22,-0.49,0.52,23004,30090,-7086,6231,12726,-6495
14899680,16.30,-0.06,0.48,17149,31704,-14555,5263,11789,-6526
14897088,16.31,-1.63,0.64,28460,39042,-10582,14645,20394,-5749
14896224,16.58,1.72,0.98,48318,49967,-1649,31480,27680,3801
14895360,16.30,-0.43,0.38,18747,21010,-2263,6236,5808,428
14894496,16.37,0.18,0.35,22459,18916,3544,10628,7179,3449
14893632,16.34,0.62,0.48,29772,24400,5372,15219,11736,3483
14891040,16.24,-0.55,0.25,11209,17595,-6385,1831,6644,-4814
14890176,16.33,-0.24,0.50,24813,28699,-3885,9001,15538,-6537
14889312,16.37,-0.49,0.34,16286,23819,-7533,6200,12095,-5895
14888448,16.45,0.12,0.43,22317,23120,-803,7642,7088,554
14887584,16.43,0.37,0.39,26649,15652,10997,10111,3603,6508
14884992,16.37,-0.55,0.58,29768,30252,-485,12688,16275,-3587
14884128,16.46,-0.48,0.65,32118,36000,-3881,15460,19980,-4519
14883264,16.54,-0.06,0.41,22540,21695,845,9277,8432,845
14882400,16.55,0.06,0.34,17624,19206,-1582,4613,8937,-4325
14881536,16.54,-1.02,0.62,24837,36384,-11546,10559,15164,-4604
14878944,16.71,0.30,0.52,32205,24971,7234,16349,10866,5483
14878080,16.66,-0.83,0.55,25517,34952,-9435,10086,18929,-8844
14877216,16.80,-0.65,0.63,33589,34092,-503,17456,18605,-1149
14876352,16.91,0.18,0.91,480,0,480,480,0,480
14875488,16.88,1.26,0.96,56638,46177,10460,33810,26248,7562
14872896,16.67,-0.30,1.23,68525,59402,9124,45601,37259,8341
14872032,16.72,0.97,0.68,43613,30551,13062,23036,16368,6669
14871168,16.56,-0.48,0.61,33844,32457,1387,17692,14296,3397
14870304,16.64,-0.30,0.62,35118,31478,3640,16649,14489,2161
14869440,16.69,0.12,0.76,43796,39256,4540,24482,17282,7200
14866848,16.67,0.97,0.82,44679,35235,9444,24090,15509,8580
14865984,16.51,-0.06,0.66,38748,32745,6004,19706,16942,2764
14853024,16.39,0.06,0.33,17862,20064,-2202,7643,9193,-1550
14852160,16.38,-0.37,0.41,23171,22559,612,10011,10806,-795
14851296,16.44,0.18,0.48,25347,22822,2525,8423,7027,1396
14848704,16.41,0.86,0.64,37470,29348,8122,18699,14901,3798
14846976,16.27,0.06,0.49,23611,30048,-6437,11866,15786,-3920
14846112,16.26,-0.61,0.46,20166,27449,-7283,8608,11354,-2745
14845248,16.36,0.93,1.75,94959,88330,6628,77414,62358,15056
14842656,16.21,0.37,0.84,45130,39086,6044,28802,18665,10138
14841792,16.15,0.31,0.57,26973,32368,-5395,13534,16548,-3014
14840928,16.10,-0.06,0.41,21901,20075,1827,7364,6292,1073
14840064,16.11,0.25,0.46,21874,25703,-3829,9626,9736,-110
14839200,16.07,0.37,0.41,19976,22548,-2571,6516,8564,-2048
14836608,16.01,-0.87,0.53,20670,29538,-8868,6816,13255,-6440
14835744,16.15,-0.43,0.49,23365,29098,-5733,9954,14027,-4073
14834880,16.22,0.19,0.53,26003,27850,-1846,10197,11933,-1736
14834016,16.19,0.81,0.63,32231,30948,1283,15554,13598,1956
14830560,16.06,0.88,0.46,22549,24610,-2060,11880,10212,1668
14829696,15.92,-0.62,0.37,17531,22967,-5436,6127,7816,-1690
14827968,16.02,-0.44,0.29,15441,15729,-288,3246,5656,-2411
14827104,16.09,0.63,0.58,33132,27597,5535,15805,11036,4769
14824512,15.99,-1.05,0.52,20404,30075,-9670,6936,12913,-5978
14823648,16.16,-0.06,0.47,26547,23717,2830,11410,6829,4580
14822784,16.17,0.75,0.73,44138,33047,11090,20505,14284,6221
14821920,16.05,-0.25,0.63,29929,28798,1130,13164,12208,955
14821056,16.09,-0.06,0.57,28971,32139,-3167,11922,17201,-5279
14818464,16.10,-0.12,0.71,54178,56891,-2713,29150,31357,-2207
14817600,16.12,-0.74,1.01,75451,82838,-7387,43057,55000,-11943
14816736,16.24,-0.98,0.63,45439,55256,-9818,17474,27925,-10451
14815872,16.40,-0.30,0.72,59682,53886,5795,30565,28066,2499
14815008,16.45,-1.97,1.72,122683,149844,-27160,87267,117167,-29900
14812416,16.78,0.48,0.91,71752,73917,-2165,46761,40223,6538
14811552,16.70,-1.12,0.76,52855,70813,-17958,28695,40098,-11403
14810688,16.89,0.66,0.74,57973,57803,170,32460,29689,2771
14809824,16.78,-0.42,1.04,89114,79268,9846,53686,47472,6214
14808960,16.85,-2.94,2.25,176346,188184,-11838,140032,154508,-14476
14806368,17.36,-2.64,2.27,178901,206540,-27639,139797,173209,-33412
14805504,17.83,0.45,1.75,158854,140705,18148,122841,108603,14238
14804640,17.75,-1.17,2.62,239055,206449,32606,203750,177601,26149
14803776,17.96,1.99,2.81,261331,221700,39631,230564,189696,40868
14802912,17.61,-0.34,1.54,127284,130771,-3487,96880,98490,-1610
14800320,17.67,0.40,1.35,109434,106915,2519,81877,80023,1854
14799456,17.60,0.69,1.48,128250,123715,4536,96939,87132,9806
14798592,17.48,-0.91,1.63,121756,154247,-32491,94262,120500,-26238
14797728,17.64,1.44,1.71,142536,130812,11724,111453,95798,15655
14794272,17.21,-1.38,0.94,72135,82786,-10651,41400,56750,-15350
14793408,17.45,-0.06,1.00,78044,91585,-13541,48312,57120,-8809
14792544,17.46,0.06,1.27,112655,101151,11504,78042,70508,7534
14791680,17.45,-1.13,1.49,112075,139092,-27017,75448,103953,-28505
14790816,17.65,0.57,3.17,240946,208772,32174,207839,178487,29352
14788224,17.55,3.17,3.37,337156,229136,108020,304820,198331,106489
14787360,17.01,2.10,1.76,130132,137948,-7816,102511,106461,-3950
14786496,16.66,-1.65,1.37,99450,122154,-22704,66582,83828,-17247
14785632,16.94,0.06,0.94,69456,87074,-17619,38958,54988,-16030
14784768,16.93,0.53,0.84,75785,61145,14640,42234,31337,10897
14782176,16.84,-0.12,1.08,91280,83067,8212,60116,51253,8863
14781312,16.86,1.38,2.17,202579,150599,51980,170263,118347,51916
14780448,16.63,-1.07,0.76,56444,65456,-9012,32126,37224,-5098
14779584,16.81,1.20,0.68,59087,51777,7309,32017,26686,5331
14778720,16.61,-1.19,0.64,49428,49414,14,24911,26826,-1915
14776128,16.81,0.30,1.45,121303,118042,3261,93723,87648,6076
14775264,16.76,-0.30,0.49,38249,41143,-2893,12156,17456,-5300
14774400,16.81,-0.30,0.68,54936,56405,-1469,29110,31553,-2444
14773536,16.86,-0.59,0.80,60991,68808,-7817,33888,35967,-2079
14772672,16.96,1.98,2.01,174962,147471,27491,140865,111636,29229
14770080,16.63,0.85,0.85,73174,63316,9858,48899,36872,12027
14769216,16.49,-0.18,0.35,24866,30300,-5435,9868,11217,-1349
14767488,16.63,2.53,0.95,81323,66671,14652,56636,39454,17183
14766624,16.22,-1.46,0.48,31715,43635,-11921,13953,24152,-10199
14764032,16.46,0.43,0.44,34045,35802,-1757,16183,16206,-23
14763168,16.39,-0.24,0.39,28490,32967,-4477,11119,13660,-2541
14762304,16.43,-0.54,0.34,25425,28835,-3410,8072,8517,-445
14761440,16.52,0.67,0.80,67753,57639,10114,39390,34941,4448
14760576,16.41,1.80,0.73,58490,52775,5715,34615,27444,7171
14751936,16.12,-0.19,0.58,55934,32483,23451,28061,17618,10443
14751072,16.15,0.56,0.69,62262,46125,16138,37002,25812,11190
14750208,16.06,-0.43,0.30,19127,26508,-7381,6980,10531,-3551
14749344,16.13,1.32,0.47,44936,27549,17387,18801,10607,8194
14748480,15.92,-1.42,0.59,39914,49348,-9434,19157,27077,-7920
14745888,16.15,-0.86,0.39,29475,32089,-2614,13600,13769,-169
14745024,16.29,0.43,0.60,45704,48692,-2988,26731,24430,2301
14744160,16.22,0.12,0.60,44345,50274,-5929,26866,25309,1557
14743296,16.20,-0.18,0.41,28372,35974,-7602,11291,16629,-5337
14742432,16.23,0.25,0.45,29751,40597,-10847,13697,17302,-3604
14738112,16.19,-0.86,0.65,42105,58515,-16410,18987,32156,-13169
14737248,16.33,-0.79,0.60,44222,48683,-4461,23144,24487,-1343
14736384,16.46,-1.56,1.39,107444,104096,3348,78060,75437,2623
14733792,16.72,-0.06,0.69,58103,53412,4691,35557,31427,4130
14732928,16.73,-0.42,0.38,26881,35252,-8371,8271,16590,-8319
14732064,16.80,-0.24,0.58,46221,47721,-1500,23139,22350,789
14731200,16.84,0.18,0.71,59227,55726,3501,29677,33684,-4007
14730336,16.81,0.06,0.58,53971,40442,13529,32291,18706,13586
14727744,16.80,0.78,0.77,66374,57419,8955,45025,32104,12921
14726880,16.67,-1.36,0.65,44469,56247,-11779,19687,34151,-14465
14726016,16.90,0.42,0.62,55559,46481,9078,26307,22448,3859
14725152,16.83,0.72,0.81,69759,60643,9117,43179,35620,7559
14724288,16.71,-0.12,0.48,35199,40257,-5057,14095,19731,-5636
14721696,16.73,-0.42,0.59,49320,44477,4843,24994,21465,3529
14720832,16.80,0.54,0.80,66079,62921,3158,38490,39433,-943
14719968,16.71,-0.59,0.57,44270,47141,-2871,20109,23250,-3141
14719104,16.81,0.24,0.69,54250,54101,149,26057,30013,-3956
14718240,16.77,-1.00,0.77,52966,71823,-18857,27205,45977,-18772
14715648,16.94,-0.18,0.90,74293,71959,2334,39893,44280,-4387
14714784,17.47,-0.80,1.36,115274,113697,1577,75856,83339,-7483
14713920,17.61,-0.34,1.52,136096,118020,18076,101476,91555,9921
14697504,16.22,-0.55,0.42,31104,35715,-4611,14292,17384,-3092
14696640,16.31,-2.04,0.80,54818,69148,-14329,28023,43922,-15899
14695776,16.65,-1.01,1.52,112653,121952,-9299,85160,94405,-9245
14694912,16.82,1.51,0.65,56879,47179,9699,37142,22710,14432
14694048,16.57,-0.30,0.56,44570,44277,293,22549,27071,-4522
14691456,16.62,-0.48,0.56,42254,47683,-5429,22023,24661,-2638
14690592,16.70,0.85,0.73,66246,52962,13283,37969,27500,10469
14689728,16.56,-0.24,0.36,30910,27548,3361,11651,10101,1550
14688864,16.60,0.48,0.55,46222,41842,4380,21165,22549,-1384
14688000,16.52,-1.78,0.80,64291,64654,-362,35869,39472,-3603
14685408,16.82,-0.83,0.74,57331,61652,-4322,27810,37294,-9484
14684544,16.96,0.12,0.73,57589,60984,-3395,30852,30886,-33
14683680,16.94,0.06,1.91,160110,154027,6083,129229,122687,6543
14682816,16.93,2.30,2.01,177426,146531,30895,142683,117825,24857
14681952,16.55,-0.24,1.27,109019,96603,12416,76471,63849,12622
14679360,16.59,-0.06,0.83,66788,66067,721,41517,35349,6167
14678496,16.60,0.30,0.90,76526,67782,8745,49005,40832,8173
14677632,16.55,-0.18,0.72,54196,60427,-6231,25196,29861,-4665
14676768,16.58,-0.12,0.83,70495,63692,6804,39818,35590,4228
14675904,16.60,2.91,1.49,131714,106266,25448,98105,73198,24906
14673312,16.13,-0.62,0.70,55858,53419,2439,29835,30362,-527
14672448,16.23,0.43,0.99,82378,71403,10975,52629,40647,11981
14671584,16.16,-0.19,1.01,79659,80013,-354,47309,52781,-5472
14670720,16.19,1.57,1.07,85825,76228,9597,62681,50481,12200
14669856,15.94,1.59,0.67,51697,49623,2074,24650,22285,2366
14667264,15.69,-1.69,0.92,66454,72899,-6446,33305,42306,-9001
14666400,15.96,-0.62,0.59,41997,45515,-3518,19231,23381,-4151
14665536,16.06,1.39,0.69,52682,53138,-457,28576,25429,3148
14664672,15.84,1.15,1.20,98978,88133,10845,71402,57110,14292
14663808,15.66,-0.06,0.48,36916,34816,2101,16153,16854,-701
14661216,15.67,0.19,0.72,52130,57923,-5793,27410,27568,-158
14660352,15.64,-1.76,0.64,39194,57901,-18707,14739,30265,-15526
14659488,15.92,1.40,0.85,67777,59598,8179,37868,28798,9070
14658624,15.70,0.58,0.55,43710,39507,4203,17976,16585,1390
14657760,15.61,-4.76,0.95,72146,72617,-471,39877,43620,-3744
14653440,16.39,-0.61,0.56,38079,50382,-12302,13219,21123,-7904
14652576,16.49,0.18,0.61,49092,47654,1438,25598,25195,403
14651712,16.46,-0.96,0.56,42405,47407,-5002,17871,22949,-5077
14649120,16.62,0.12,1.18,99924,90507,9417,70176,63861,6315
14648256,16.60,0.18,0.79,64440,61506,2934,36713,32173,4540
14647392,16.57,-1.31,1.19,92096,98546,-6450,57870,64523,-6652
14646528,16.79,7.15,2.24,193754,166872,26882,160220,129665,30555
14645664,15.67,0.97,0.59,44248,44163,85,26688,24363,2326
14643072,15.52,-0.32,0.38,26514,30896,-4382,10809,13520,-2711
14642208,15.57,0.13,0.51,40562,35873,4689,18565,15283,3282
14641344,15.55,0.19,0.48,35670,36133,-463,17590,15562,2028
14640480,15.52,-1.34,0.38,22141,34537,-12396,6541,13585,-7044
14639616,15.73,0.25,0.81,62674,59466,3208,37659,34647,3012
14637024,15.69,1.03,0.65,51408,46088,5320,32465,21356,11109
14636160,15.53,-0.38,0.51,33994,35743,-1749,14872,15631,-759
14635296,15.59,0.13,0.85,63044,63826,-782,39043,35917,3127
14633568,15.57,1.04,0.47,35161,35411,-250,16742,15322,1420
14630976,15.41,-1.22,0.49,34761,37846,-3086,14217,17874,-3656
14630112,15.60,0.19,0.65,16508,12522,3986,8419,3641,4778
14629248,15.57,-0.19,0.62,40772,53172,-12400,19912,23783,-3871
14628384,15.60,-0.32,0.62,48941,44421,4520,24150,24816,-666
14627520,15.65,-2.80,0.99,70936,77375,-6439,39518,45855,-6337
14624928,16.10,-3.77,1.35,103686,111327,-7641,68399,83536,-15137
14624064,16.73,0.12,0.63,51037,49699,1339,28490,24416,4074
14623200,16.71,-0.65,0.72,56621,60922,-4302,29095,34595,-5500
14622336,16.82,2.31,1.23,104052,91393,12659,74005,60110,13895
14618880,16.44,-0.42,0.66,51595,54687,-3092,25824,29863,-4039
14618016,16.51,-0.60,0.95,80080,71458,8621,45890,45148,742
14617152,16.61,-1.54,0.71,52156,61873,-9717,27044,38982,-11938
14616288,16.87,0.66,0.93,46525,43636,2890,27757,29673,-1916
14615424,16.76,-1.64,0.65,49408,54590,-5182,23343,28663,-5320
14612832,17.04,0.89,0.68,61917,49081,12836,33954,20867,13087
14611968,16.89,-1.92,0.90,75354,73607,1747,45800,43502,2297
14611104,17.22,-1.26,2.07,155585,173366,-17781,124552,141526,-16974
14610240,17.44,0.46,0.85,64554,75789,-11235,37664,42499,-4835
14609376,17.36,-3.02,1.24,104988,103439,1550,68328,73970,-5642
14606784,17.90,-0.56,1.03,74078,98924,-24846,42174,67787,-25613
14605920,18.00,0.84,1.31,118484,109292,9192,91033,78859,12175
14605056,17.85,2.94,2.61,222856,228851,-5995,195749,190406,5342
14604192,17.34,-0.29,0.85,69034,70115,-1081,39140,37570,1570
14600736,16.94,-2.25,1.26,101897,105088,-3191,66019,74775,-8755
14599872,17.33,-2.64,1.33,101746,121625,-19879,67320,89356,-22036
14599008,17.80,-0.73,1.00,77591,93699,-16108,43761,56742,-12981
14598144,17.93,1.30,1.68,161297,130112,31184,124450,93319,31131
14594688,17.70,-0.56,1.29,108600,111294,-2695,72164,76630,-4466
14593824,17.80,0.68,1.90,152873,174808,-21936,118970,136656,-17686
14592960,17.68,3.21,1.98,172110,166457,5653,140239,133757,6482
14592096,17.13,0.35,1.55,131888,123766,8121,93723,89345,4378
14591232,17.07,-2.40,1.38,112728,119461,-6733,75408,86001,-10593
14588640,17.49,0.46,1.74,163705,126804,36902,120139,98815,21324
14587776,17.41,-5.12,2.29,192643,197615,-4972,155286,168521,-13235
14586912,18.35,2.00,2.58,226488,227027,-539,191800,197605,-5805
14586048,17.99,-3.54,3.80,317740,337741,-20001,286206,306373,-20167
14585184,18.65,10.03,6.90,411111,798020,-386909,388619,764945,-376326
14582592,16.95,1.99,2.88,238513,230157,8357,203596,196323,7273
14581728,16.62,3.29,1.98,160745,147087,13658,126703,105335,21368
14580864,16.09,0.50,1.96,130410,172142,-41732,105387,135584,-30197
14580000,16.01,-0.99,1.16,81138,98733,-17595,49505,65957,-16452
14579136,16.17,1.38,2.42,194547,177933,16614,157554,143441,14113
14576544,15.95,2.70,1.90,159396,124992,34404,123347,89231,34117
14575680,15.53,-2.94,0.91,58955,76741,-17786,33228,45865,-12638
14574816,16.00,-0.99,1.60,118125,122337,-4212,89059,92014,-2955
14573952,16.16,1.13,1.93,139748,153491,-13743,109382,117125,-7742
14573088,15.98,-0.13,1.78,133859,143919,-10061,99109,108821,-9712
14570496,16.00,0.50,3.25,259963,240725,19239,229257,207303,21954
14569632,15.92,-1.24,2.57,190386,188382,2005,158419,156464,1955
14568768,16.12,5.15,3.54,278359,258756,19603,244783,223239,21543
14567040,14.28,-0.76,2.30,135550,125979,9570,100011,95801,4210
14564448,14.39,1.62,1.32,93206,88765,4441,60683,53070,7613
14563584,14.16,-8.17,1.83,132289,126031,6257,92753,92674,79
14562720,15.42,1.18,1.06,80664,74061,6602,44932,39443,5489
14561856,15.24,-2.18,1.07,73134,85161,-12026,37115,50343,-13228
14560992,15.58,3.18,1.64,128685,114960,13726,93688,73381,20307
14558400,15.10,1.00,0.90,67893,62774,5119,36478,34006,2473
14557536,14.95,-0.40,1.58,115850,113479,2371,85276,79718,5558
14556672,15.01,1.21,1.37,99737,95882,3854,64240,60813,3427
14555808,14.83,6.08,1.70,133879,102388,31491,99761,65510,34250
14554944,13.98,-1.41,0.79,52933,52913,20,24434,25013,-579
14546304,14.18,-3.08,1.19,80644,84282,-3638,49285,56299,-7015
14545440,14.63,1.11,1.20,86307,84039,2268,57152,50665,6486
14544576,14.47,-0.89,0.87,57106,60959,-3853,30838,31339,-501
14543712,14.60,2.60,1.27,84328,90677,-6349,54726,53159,1567
14542848,14.23,-1.86,1.19,77278,85337,-8060,43250,52540,-9290
14540256,14.50,5.84,2.16,256197,229344,26853,189158,162803,26356
14539392,13.70,-1.72,1.39,97028,89283,7745,62401,58181,4221
14538528,13.94,0.07,2.07,142179,135952,6226,106752,100630,6122
14537664,13.93,-9.25,2.10,135421,160057,-24637,104100,128801,-24700
14536800,15.35,0.46,0.93,70517,65723,4793,39522,36484,3038
14534208,15.28,1.19,1.25,85879,96123,-10244,51333,61631,-10298
14533344,15.10,-4.55,1.57,119391,122155,-2764,84243,89120,-4877
14532480,15.82,-1.86,1.66,111998,140933,-28935,76560,102454,-25894
14531616,16.12,3.00,2.13,176711,151888,24822,144836,116258,28578
14530752,15.65,0.64,1.46,111374,104789,6585,77923,67155,10768
14528160,15.55,-4.54,2.20,157599,172092,-14494,119126,141117,-21991
14527296,16.29,2.52,2.10,176536,144279,32257,142339,110859,31480
14525568,15.89,1.34,1.92,153446,144880,8566,117129,109703,7427
14524704,15.68,-6.83,2.48,181713,193577,-11863,146202,161646,-15443
14522112,16.83,3.00,3.04,238065,239332,-1267,205549,207800,-2251
14521248,16.34,-8.87,0.69,29205,81852,-52647,28322,81722,-53400
14520384,17.93,1.59,2.01,168468,175748,-7280,130568,142412,-11843
14519520,17.65,1.15,2.38,209043,187007,22036,174201,156827,17374
14518656,17.45,-9.82,2.00,161751,173838,-12086,142463,159957,-17494
14515200,19.35,-1.78,1.25,119450,120394,-944,80368,83403,-3035
14514336,19.70,-0.56,1.85,172570,182959,-10389,130414,146949,-16534
14513472,19.81,1.28,1.88,193645,164937,28708,152143,131078,21065
14512608,19.56,-5.92,4.13,381505,380410,1095,349392,358379,-8987
14510016,20.79,0.78,2.80,290673,273786,16887,257306,242013,15293
14509152,20.63,-2.46,4.91,498591,486992,11599,473615,466863,6753
14508288,21.15,6.12,7.20,677854,811733,-133878,664510,781356,-116846
14507424,19.93,1.53,2.70,267228,253391,13837,234464,221710,12754
14506560,19.63,4.08,3.40,368365,285119,83245,336433,246075,90358
14503968,18.86,-1.05,1.43,114173,127649,-13476,81935,94710,-12774
14503104,19.06,2.36,2.31,214793,201246,13547,179605,164570,15035
14502240,18.62,-0.53,1.49,135353,136932,-1579,96495,101644,-5149
14501376,18.72,-3.75,2.38,215440,220461,-5021,174222,190346,-16124
14500512,19.45,8.96,3.26,320245,275146,45099,289466,243290,46176
14497920,17.85,0.17,1.42,119054,128436,-9383,80871,88390,-7519
14497056,17.82,0.17,1.73,150174,157153,-6979,115077,121175,-6099
14496192,17.79,0.85,1.02,96143,81412,14731,58693,43405,15288
14495328,17.64,-1.45,1.17,103167,100656,2511,65049,66465,-1416
14494464,17.90,-1.86,1.35,115946,118988,-3042,71703,85149,-13446
14491872,18.24,-2.67,1.54,122654,138078,-15424,89918,101179,-11261
14491008,18.74,-0.43,2.26,199299,211175,-11876,159471,176212,-16741
14490144,18.82,5.91,2.97,289214,243928,45286,259461,212201,47260
14489280,17.77,0.79,1.63,143563,138960,4602,102153,102220,-67
14488416,17.63,-1.51,2.78,226834,241351,-14517,189674,204181,-14506
14485824,17.90,-10.01,4.93,443243,410984,32259,414513,394113,20400
14484960,19.89,-1.00,2.09,206965,205803,1162,170229,170226,3
14484096,20.09,-0.99,2.09,202380,186428,15951,163973,146915,17058
14483232,20.29,0.95,2.02,203425,192476,10949,167182,157370,9812
14482368,20.10,-2.09,2.30,178862,197498,-18636,144178,166026,-21848
14479776,20.53,-2.56,2.62,232703,265254,-32551,196608,232462,-35854
14478912,21.07,1.40,3.41,342873,331892,10981,316759,306728,10032
14478048,20.78,2.87,7.21,760365,687311,73054,744939,670763,74175
14477184,20.20,1.51,5.51,582628,527674,54954,558851,506254,52598
14476320,19.90,-1.78,2.98,279250,277474,1776,237998,246142,-8144
14473728,20.26,0.50,3.92,397468,350603,46865,368482,323722,44760
14472864,20.16,-3.36,3.80,355484,390447,-34963,326740,363207,-36467
14472000,20.86,0.87,5.06,503406,505514,-2108,478556,479003,-447
14471136,20.68,1.42,6.88,741793,656532,85261,728005,644226,83779
14470272,20.39,-0.54,8.61,800487,816074,-15587,785430,802273,-16842
14467680,20.50,9.98,8.81,745547,937443,-191897,739036,917114,-178078
14466816,18.64,7.44,10.11,881585,894892,-13307,871127,876874,-5747
14465952,17.35,10.02,5.32,458461,409446,49015,442975,374189,68786
14465088,15.77,1.48,1.70,133698,127488,6210,99441,89090,10351
14464224,15.54,-2.08,2.05,162812,151928,10885,126358,116060,10298
14461632,15.87,3.79,3.75,314075,268130,45945,287111,239450,47660
14460768,15.29,0.26,1.26,100181,90121,10060,66044,57590,8454
14459904,15.25,-3.11,1.58,115452,121502,-6051,76445,86924,-10478
14459040,15.74,-0.69,1.95,131707,152135,-20428,93254,118161,-24908
14458176,15.85,0.96,3.52,272510,261999,10511,233634,234842,-1207
14455584,15.70,2.28,2.13,158247,157344,903,123743,119431,4312
14454720,15.35,2.68,1.96,144642,146334,-1692,107929,108573,-644
14453856,14.95,-6.68,3.06,204514,245392,-40878,173117,211436,-38318
14452992,16.02,-0.68,2.55,195996,199553,-3557,157535,161477,-3942
14452128,16.13,1.51,3.43,281320,261127,20193,245828,225898,19930
14449536,15.89,1.08,3.33,267494,249002,18492,229562,220082,9480
14448672,15.72,3.01,2.51,194819,185780,9039,159974,146845,13129
14446944,15.26,-0.59,1.69,110399,136862,-26464,76147,99733,-23586
14446080,15.35,5.94,3.49,263080,248504,14576,231262,213923,17339
14443488,14.49,1.61,2.08,153349,141714,11634,120480,102196,18284
14442624,14.26,5.01,2.57,157078,178399,-21321,121171,139126,-17955
14435712,13.58,1.80,1.78,118962,117534,1428,85232,79160,6072
14434848,13.34,-0.89,1.31,88910,79708,9202,57621,50642,6979
14433984,13.46,1.20,0.78,50869,49889,980,24508,24312,195
14431392,13.30,-3.41,1.20,75951,83314,-7362,38645,54288,-15643
14430528,13.77,0.95,1.08,70522,74618,-4096,38211,37866,345
14429664,13.64,-4.08,1.78,117652,122415,-4764,78472,87923,-9451
14428800,14.22,2.01,2.77,203367,184277,19090,168364,151395,16969
14427936,13.94,1.16,1.81,123624,119252,4372,82735,81287,1448
14425344,13.78,-0.36,1.53,102746,104167,-1422,65972,66015,-44
14424480,13.83,-4.16,2.60,178476,181855,-3379,140587,143269,-2682
14423616,14.43,6.73,3.40,224623,225461,-839,193776,192991,785
14422752,13.52,-2.80,1.74,113597,120086,-6489,75873,79744,-3871
14421888,13.91,-7.39,2.67,180110,192682,-12572,136903,156449,-19546
14419296,15.02,-0.86,1.44,104454,108494,-4040,63145,72314,-9169
14418432,15.15,-3.38,1.96,139068,155281,-16213,100033,119478,-19445
14417568,15.68,2.89,3.34,249879,256103,-6224,214906,219069,-4163
14416704,15.24,3.25,2.19,169997,143332,26665,130758,106337,24421
14415840,14.76,-0.74,2.05,140673,158047,-17374,106998,115555,-8558
14411520,14.87,-2.11,3.69,216346,317528,-101182,178883,279278,-100395
